Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Plant height (cm);30.0;Plant age (months);3;Flower size (cm);5.0
Plant height (cm);40.0;Plant age (months);6;Flower size (cm);3.0
Plant height (cm);25.0;Plant age (months);4;Flower size (cm);6.0
Plant height (cm);35.0;Plant age (months);7;Flower size (cm);4.0
Plant height (cm);28.0;Plant age (months);5;Flower size (cm);5.5
Plant height (cm);38.0;Plant age (months);8;Flower size (cm);3.5
Plant height (cm);32.0;Plant age (months);3;Flower size (cm);5.2
Plant height (cm);42.0;Plant age (months);6;Flower size (cm);3.2
Plant height (cm);27.0;Plant age (months);4;Flower size (cm);5.8
Plant height (cm);37.0;Plant age (months);7;Flower size (cm);3.8
Plant height (cm);31.0;Plant age (months);5;Flower size (cm);5.4
Plant height (cm);41.0;Plant age (months);8;Flower size (cm);3.4
Plant height (cm);26.0;Plant age (months);3;Flower size (cm);6.0
Plant height (cm);36.0;Plant age (months);6;Flower size (cm);4.0
Plant height (cm);29.0;Plant age (months);4;Flower size (cm);5.7
Plant height (cm);39.0;Plant age (months);7;Flower size (cm);3.7
Plant height (cm);33.0;Plant age (months);5;Flower size (cm);5.3
Plant height (cm);43.0;Plant age (months);8;Flower size (cm);3.3
Plant height (cm);24.0;Plant age (months);3;Flower size (cm);6.2
Plant height (cm);34.0;Plant age (months);6;Flower size (cm);4.2
Book page count;500.0;Book age (years);2;Reader rating (1-10);8.0
Book page count;600.0;Book age (years);5;Reader rating (1-10);6.0
Book page count;450.0;Book age (years);3;Reader rating (1-10);7.0
Book page count;550.0;Book age (years);6;Reader rating (1-10);5.0
Book page count;480.0;Book age (years);4;Reader rating (1-10);6.5
Book page count;580.0;Book age (years);7;Reader rating (1-10);5.5
Book page count;520.0;Book age (years);2;Reader rating (1-10);8.5
Book page count;620.0;Book age (years);5;Reader rating (1-10);6.5
Book page count;470.0;Book age (years);3;Reader rating (1-10);7.5
Book page count;570.0;Book age (years);6;Reader rating (1-10);5.5
Book page count;490.0;Book age (years);4;Reader rating (1-10);7.0
Book page count;590.0;Book age (years);7;Reader rating (1-10);5.8
Book page count;460.0;Book age (years);2;Reader rating (1-10);8.0
Book page count;560.0;Book age (years);5;Reader rating (1-10);6.2
Book page count;510.0;Book age (years);3;Reader rating (1-10);7.8
Book page count;610.0;Book age (years);6;Reader rating (1-10);5.7
Book page count;440.0;Book age (years);4;Reader rating (1-10);7.2
Book page count;540.0;Book age (years);7;Reader rating (1-10);5.4
Book page count;530.0;Book age (years);2;Reader rating (1-10);8.2
Book page count;630.0;Book age (years);5;Reader rating (1-10);6.3
Dog weight (kg);10.0;Dog age (years);2;Playfulness score (1-10);8.0
Dog weight (kg);15.0;Dog age (years);5;Playfulness score (1-10);5.0
Dog weight (kg);12.0;Dog age (years);3;Playfulness score (1-10);7.0
Dog weight (kg);18.0;Dog age (years);6;Playfulness score (1-10);4.0
Dog weight (kg);14.0;Dog age (years);4;Playfulness score (1-10);6.0
Dog weight (kg);20.0;Dog age (years);7;Playfulness score (1-10);3.0
Dog weight (kg);9.0;Dog age (years);2;Playfulness score (1-10);8.5
Dog weight (kg);14.0;Dog age (years);5;Playfulness score (1-10);5.5
Dog weight (kg);11.0;Dog age (years);3;Playfulness score (1-10);7.5
Dog weight (kg);17.0;Dog age (years);6;Playfulness score (1-10);4.5
Dog weight (kg);13.0;Dog age (years);4;Playfulness score (1-10);6.5
Dog weight (kg);19.0;Dog age (years);7;Playfulness score (1-10);3.5
Dog weight (kg);8.0;Dog age (years);2;Playfulness score (1-10);9.0
Dog weight (kg);13.0;Dog age (years);5;Playfulness score (1-10);6.0
Dog weight (kg);10.0;Dog age (years);3;Playfulness score (1-10);7.8
Dog weight (kg);16.0;Dog age (years);6;Playfulness score (1-10);4.8
Dog weight (kg);12.0;Dog age (years);4;Playfulness score (1-10);6.8
Dog weight (kg);18.0;Dog age (years);7;Playfulness score (1-10);3.8
Dog weight (kg);9.0;Dog age (years);2;Playfulness score (1-10);8.2
Dog weight (kg);14.0;Dog age (years);5;Playfulness score (1-10);5.2
Bottle capacity (ml);500.0;Bottle weight (g);100;Cooling speed (s to 10°C);30.0
Bottle capacity (ml);700.0;Bottle weight (g);120;Cooling speed (s to 10°C);40.0
Bottle capacity (ml);400.0;Bottle weight (g);90;Cooling speed (s to 10°C);25.0
Bottle capacity (ml);600.0;Bottle weight (g);110;Cooling speed (s to 10°C);35.0
Bottle capacity (ml);550.0;Bottle weight (g);105;Cooling speed (s to 10°C);32.0
Bottle capacity (ml);750.0;Bottle weight (g);125;Cooling speed (s to 10°C);42.0
Bottle capacity (ml);450.0;Bottle weight (g);95;Cooling speed (s to 10°C);27.0
Bottle capacity (ml);650.0;Bottle weight (g);115;Cooling speed (s to 10°C);37.0
Bottle capacity (ml);480.0;Bottle weight (g);100;Cooling speed (s to 10°C);28.0
Bottle capacity (ml);680.0;Bottle weight (g);120;Cooling speed (s to 10°C);38.0
Bottle capacity (ml);520.0;Bottle weight (g);103;Cooling speed (s to 10°C);31.0
Bottle capacity (ml);720.0;Bottle weight (g);123;Cooling speed (s to 10°C);41.0
Bottle capacity (ml);470.0;Bottle weight (g);98;Cooling speed (s to 10°C);26.0
Bottle capacity (ml);670.0;Bottle weight (g);118;Cooling speed (s to 10°C);36.0
Bottle capacity (ml);510.0;Bottle weight (g);102;Cooling speed (s to 10°C);30.0
Bottle capacity (ml);710.0;Bottle weight (g);122;Cooling speed (s to 10°C);40.0
Bottle capacity (ml);490.0;Bottle weight (g);99;Cooling speed (s to 10°C);27.0
Bottle capacity (ml);690.0;Bottle weight (g);119;Cooling speed (s to 10°C);37.0
Bottle capacity (ml);530.0;Bottle weight (g);104;Cooling speed (s to 10°C);33.0
Bottle capacity (ml);730.0;Bottle weight (g);124;Cooling speed (s to 10°C);43.0
House size (m²);120.0;House age (years);10;Electricity bill (€/month);150.0
House size (m²);150.0;House age (years);20;Electricity bill (€/month);200.0
House size (m²);100.0;House age (years);8;Electricity bill (€/month);130.0
House size (m²);130.0;House age (years);18;Electricity bill (€/month);180.0
House size (m²);130.0;House age (years);12;Electricity bill (€/month);160.0
House size (m²);160.0;House age (years);22;Electricity bill (€/month);210.0
House size (m²);110.0;House age (years);9;Electricity bill (€/month);140.0
House size (m²);140.0;House age (years);19;Electricity bill (€/month);190.0
House size (m²);125.0;House age (years);11;Electricity bill (€/month);155.0
House size (m²);155.0;House age (years);21;Electricity bill (€/month);205.0
House size (m²);105.0;House age (years);7;Electricity bill (€/month);125.0
House size (m²);135.0;House age (years);17;Electricity bill (€/month);175.0
House size (m²);115.0;House age (years);10;Electricity bill (€/month);145.0
House size (m²);145.0;House age (years);20;Electricity bill (€/month);195.0
House size (m²);135.0;House age (years);13;Electricity bill (€/month);165.0
House size (m²);165.0;House age (years);23;Electricity bill (€/month);215.0
House size (m²);118.0;House age (years);9;Electricity bill (€/month);142.0
House size (m²);148.0;House age (years);19;Electricity bill (€/month);192.0
House size (m²);122.0;House age (years);11;Electricity bill (€/month);152.0
House size (m²);152.0;House age (years);21;Electricity bill (€/month);202.0
Height (cm);180.0;Weight (kg);75.0;Clothing Size;10.0
Height (cm);170.0;Weight (kg);80.0;Clothing Size;9.0
Height (cm);175.0;Weight (kg);70.0;Clothing Size;9.0
Height (cm);165.0;Weight (kg);75.0;Clothing Size;8.0
Height (cm);160.0;Weight (kg);60.0;Clothing Size;8.0
Height (cm);150.0;Weight (kg);65.0;Clothing Size;7.0
Height (cm);190.0;Weight (kg);80.0;Clothing Size;11.0
Height (cm);185.0;Weight (kg);85.0;Clothing Size;10.0
Height (cm);170.0;Weight (kg);70.0;Clothing Size;9.0
Height (cm);160.0;Weight (kg);75.0;Clothing Size;8.0
Height (cm);185.0;Weight (kg);75.0;Clothing Size;10.0
Height (cm);175.0;Weight (kg);80.0;Clothing Size;9.0
Height (cm);165.0;Weight (kg);65.0;Clothing Size;8.0
Height (cm);155.0;Weight (kg);70.0;Clothing Size;7.0
Height (cm);195.0;Weight (kg);90.0;Clothing Size;12.0
Height (cm);180.0;Weight (kg);95.0;Clothing Size;11.0
Height (cm);175.0;Weight (kg);75.0;Clothing Size;9.0
Height (cm);165.0;Weight (kg);80.0;Clothing Size;8.0
Height (cm);180.0;Weight (kg);80.0;Clothing Size;10.0
Height (cm);170.0;Weight (kg);85.0;Clothing Size;9.0
Speed (mph);60.0;Weight (lb);2000.0;Stopping Distance;120.0
Speed (mph);50.0;Weight (lb);2200.0;Stopping Distance;110.0
Speed (mph);55.0;Weight (lb);1800.0;Stopping Distance;100.0
Speed (mph);60.0;Weight (lb);1900.0;Stopping Distance;105.0
Speed (mph);65.0;Weight (lb);2100.0;Stopping Distance;130.0
Speed (mph);55.0;Weight (lb);2300.0;Stopping Distance;120.0
Speed (mph);50.0;Weight (lb);1900.0;Stopping Distance;90.0
Speed (mph);55.0;Weight (lb);2000.0;Stopping Distance;95.0
Speed (mph);70.0;Weight (lb);2200.0;Stopping Distance;140.0
Speed (mph);60.0;Weight (lb);2400.0;Stopping Distance;130.0
Speed (mph);60.0;Weight (lb);2000.0;Stopping Distance;120.0
Speed (mph);65.0;Weight (lb);2100.0;Stopping Distance;125.0
Speed (mph);55.0;Weight (lb);1900.0;Stopping Distance;100.0
Speed (mph);60.0;Weight (lb);2000.0;Stopping Distance;105.0
Speed (mph);65.0;Weight (lb);2100.0;Stopping Distance;130.0
Speed (mph);60.0;Weight (lb);2200.0;Stopping Distance;125.0
Speed (mph);70.0;Weight (lb);2300.0;Stopping Distance;150.0
Speed (mph);65.0;Weight (lb);2400.0;Stopping Distance;140.0
Speed (mph);50.0;Weight (lb);1800.0;Stopping Distance;90.0
Speed (mph);55.0;Weight (lb);1900.0;Stopping Distance;95.0
Age (years);3.0;Miles Driven;10000.0;Car Value;20000.0
Age (years);5.0;Miles Driven;15000.0;Car Value;18000.0
Age (years);4.0;Miles Driven;12000.0;Car Value;19000.0
Age (years);6.0;Miles Driven;18000.0;Car Value;17000.0
Age (years);2.0;Miles Driven;5000.0;Car Value;22000.0
Age (years);3.0;Miles Driven;10000.0;Car Value;20000.0
Age (years);5.0;Miles Driven;20000.0;Car Value;16000.0
Age (years);7.0;Miles Driven;25000.0;Car Value;14000.0
Age (years);3.0;Miles Driven;15000.0;Car Value;19000.0
Age (years);4.0;Miles Driven;20000.0;Car Value;18000.0
Age (years);6.0;Miles Driven;25000.0;Car Value;13000.0
Age (years);8.0;Miles Driven;30000.0;Car Value;11000.0
Age (years);2.0;Miles Driven;8000.0;Car Value;21000.0
Age (years);3.0;Miles Driven;12000.0;Car Value;20000.0
Age (years);4.0;Miles Driven;18000.0;Car Value;17000.0
Age (years);6.0;Miles Driven;24000.0;Car Value;15000.0
Age (years);5.0;Miles Driven;22000.0;Car Value;15000.0
Age (years);7.0;Miles Driven;28000.0;Car Value;13000.0
Age (years);3.0;Miles Driven;14000.0;Car Value;19000.0
Age (years);5.0;Miles Driven;20000.0;Car Value;17000.0
Hours of Study;4.0;Hours of Sleep;8.0;Exam Score;90.0
Hours of Study;5.0;Hours of Sleep;7.0;Exam Score;88.0
Hours of Study;3.0;Hours of Sleep;7.0;Exam Score;85.0
Hours of Study;4.0;Hours of Sleep;6.0;Exam Score;83.0
Hours of Study;5.0;Hours of Sleep;9.0;Exam Score;95.0
Hours of Study;6.0;Hours of Sleep;8.0;Exam Score;93.0
Hours of Study;2.0;Hours of Sleep;6.0;Exam Score;80.0
Hours of Study;3.0;Hours of Sleep;5.0;Exam Score;78.0
Hours of Study;4.0;Hours of Sleep;8.0;Exam Score;90.0
Hours of Study;3.0;Hours of Sleep;9.0;Exam Score;92.0
Hours of Study;5.0;Hours of Sleep;7.0;Exam Score;92.0
Hours of Study;6.0;Hours of Sleep;6.0;Exam Score;90.0
Hours of Study;3.0;Hours of Sleep;8.0;Exam Score;87.0
Hours of Study;4.0;Hours of Sleep;7.0;Exam Score;85.0
Hours of Study;4.0;Hours of Sleep;9.0;Exam Score;93.0
Hours of Study;5.0;Hours of Sleep;8.0;Exam Score;91.0
Hours of Study;2.0;Hours of Sleep;7.0;Exam Score;82.0
Hours of Study;3.0;Hours of Sleep;6.0;Exam Score;80.0
Hours of Study;5.0;Hours of Sleep;6.0;Exam Score;88.0
Hours of Study;6.0;Hours of Sleep;5.0;Exam Score;86.0
Number of Players;11.0;Team Experience;5.0;Match Win Rate;60.0
Number of Players;11.0;Team Experience;7.0;Match Win Rate;62.0
Number of Players;10.0;Team Experience;4.0;Match Win Rate;58.0
Number of Players;10.0;Team Experience;6.0;Match Win Rate;60.0
Number of Players;11.0;Team Experience;6.0;Match Win Rate;61.0
Number of Players;11.0;Team Experience;8.0;Match Win Rate;63.0
Number of Players;10.0;Team Experience;3.0;Match Win Rate;55.0
Number of Players;10.0;Team Experience;5.0;Match Win Rate;57.0
Number of Players;11.0;Team Experience;7.0;Match Win Rate;62.0
Number of Players;11.0;Team Experience;9.0;Match Win Rate;64.0
Number of Players;10.0;Team Experience;5.0;Match Win Rate;59.0
Number of Players;10.0;Team Experience;7.0;Match Win Rate;61.0
Number of Players;11.0;Team Experience;4.0;Match Win Rate;58.0
Number of Players;11.0;Team Experience;6.0;Match Win Rate;60.0
Number of Players;10.0;Team Experience;6.0;Match Win Rate;60.0
Number of Players;10.0;Team Experience;8.0;Match Win Rate;62.0
Number of Players;11.0;Team Experience;5.0;Match Win Rate;60.0
Number of Players;11.0;Team Experience;7.0;Match Win Rate;62.0
Number of Players;10.0;Team Experience;4.0;Match Win Rate;57.0
Number of Players;10.0;Team Experience;6.0;Match Win Rate;59.0
Number of Ingredients;5.0;Prep Time (min);20.0;Taste Rating;8.0
Number of Ingredients;6.0;Prep Time (min);30.0;Taste Rating;7.0
Number of Ingredients;4.0;Prep Time (min);15.0;Taste Rating;9.0
Number of Ingredients;5.0;Prep Time (min);25.0;Taste Rating;8.0
Number of Ingredients;6.0;Prep Time (min);25.0;Taste Rating;7.0
Number of Ingredients;7.0;Prep Time (min);35.0;Taste Rating;6.0
Number of Ingredients;3.0;Prep Time (min);10.0;Taste Rating;10.0
Number of Ingredients;4.0;Prep Time (min);20.0;Taste Rating;9.0
Number of Ingredients;5.0;Prep Time (min);20.0;Taste Rating;8.0
Number of Ingredients;6.0;Prep Time (min);30.0;Taste Rating;7.0
Number of Ingredients;6.0;Prep Time (min);25.0;Taste Rating;7.0
Number of Ingredients;7.0;Prep Time (min);35.0;Taste Rating;6.0
Number of Ingredients;4.0;Prep Time (min);15.0;Taste Rating;9.0
Number of Ingredients;5.0;Prep Time (min);25.0;Taste Rating;8.0
Number of Ingredients;5.0;Prep Time (min);20.0;Taste Rating;8.0
Number of Ingredients;6.0;Prep Time (min);30.0;Taste Rating;7.0
Number of Ingredients;3.0;Prep Time (min);10.0;Taste Rating;10.0
Number of Ingredients;4.0;Prep Time (min);20.0;Taste Rating;9.0
Number of Ingredients;6.0;Prep Time (min);25.0;Taste Rating;7.0
Number of Ingredients;7.0;Prep Time (min);35.0;Taste Rating;6.0
Age (years);30.0;Exercise Frequency;5.0;Heart Health Score;90.0
Age (years);40.0;Exercise Frequency;6.0;Heart Health Score;85.0
Age (years);25.0;Exercise Frequency;4.0;Heart Health Score;88.0
Age (years);35.0;Exercise Frequency;5.0;Heart Health Score;83.0
Age (years);35.0;Exercise Frequency;6.0;Heart Health Score;87.0
Age (years);45.0;Exercise Frequency;7.0;Heart Health Score;82.0
Age (years);40.0;Exercise Frequency;3.0;Heart Health Score;80.0
Age (years);50.0;Exercise Frequency;4.0;Heart Health Score;75.0
Age (years);28.0;Exercise Frequency;5.0;Heart Health Score;89.0
Age (years);38.0;Exercise Frequency;6.0;Heart Health Score;84.0
Age (years);32.0;Exercise Frequency;4.0;Heart Health Score;86.0
Age (years);42.0;Exercise Frequency;5.0;Heart Health Score;81.0
Age (years);27.0;Exercise Frequency;6.0;Heart Health Score;91.0
Age (years);37.0;Exercise Frequency;7.0;Heart Health Score;86.0
Age (years);34.0;Exercise Frequency;5.0;Heart Health Score;88.0
Age (years);44.0;Exercise Frequency;6.0;Heart Health Score;83.0
Age (years);29.0;Exercise Frequency;4.0;Heart Health Score;87.0
Age (years);39.0;Exercise Frequency;5.0;Heart Health Score;82.0
Age (years);36.0;Exercise Frequency;3.0;Heart Health Score;84.0
Age (years);46.0;Exercise Frequency;4.0;Heart Health Score;79.0
House Size (sq ft);1500.0;Number of Rooms;3.0;Price;300000.0
House Size (sq ft);1600.0;Number of Rooms;4.0;Price;290000.0
House Size (sq ft);1400.0;Number of Rooms;2.0;Price;280000.0
House Size (sq ft);1500.0;Number of Rooms;3.0;Price;270000.0
House Size (sq ft);1700.0;Number of Rooms;4.0;Price;320000.0
House Size (sq ft);1800.0;Number of Rooms;5.0;Price;310000.0
House Size (sq ft);1300.0;Number of Rooms;2.0;Price;260000.0
House Size (sq ft);1400.0;Number of Rooms;3.0;Price;250000.0
House Size (sq ft);1600.0;Number of Rooms;3.0;Price;300000.0
House Size (sq ft);1700.0;Number of Rooms;4.0;Price;290000.0
House Size (sq ft);1500.0;Number of Rooms;4.0;Price;310000.0
House Size (sq ft);1600.0;Number of Rooms;5.0;Price;300000.0
House Size (sq ft);1400.0;Number of Rooms;3.0;Price;290000.0
House Size (sq ft);1500.0;Number of Rooms;4.0;Price;280000.0
House Size (sq ft);1700.0;Number of Rooms;5.0;Price;330000.0
House Size (sq ft);1800.0;Number of Rooms;6.0;Price;320000.0
House Size (sq ft);1300.0;Number of Rooms;3.0;Price;270000.0
House Size (sq ft);1400.0;Number of Rooms;4.0;Price;260000.0
House Size (sq ft);1600.0;Number of Rooms;4.0;Price;310000.0
House Size (sq ft);1700.0;Number of Rooms;5.0;Price;300000.0
Battery Capacity (mAh);4000.0;Screen Size (inches);6.0;Phone Price;600.0
Battery Capacity (mAh);4500.0;Screen Size (inches);6.5;Phone Price;580.0
Battery Capacity (mAh);3500.0;Screen Size (inches);5.5;Phone Price;550.0
Battery Capacity (mAh);4000.0;Screen Size (inches);6.0;Phone Price;530.0
Battery Capacity (mAh);4500.0;Screen Size (inches);7.0;Phone Price;650.0
Battery Capacity (mAh);5000.0;Screen Size (inches);7.5;Phone Price;630.0
Battery Capacity (mAh);3000.0;Screen Size (inches);5.0;Phone Price;500.0
Battery Capacity (mAh);3500.0;Screen Size (inches);5.5;Phone Price;480.0
Battery Capacity (mAh);4000.0;Screen Size (inches);6.0;Phone Price;600.0
Battery Capacity (mAh);4500.0;Screen Size (inches);6.5;Phone Price;580.0
Battery Capacity (mAh);4500.0;Screen Size (inches);7.0;Phone Price;650.0
Battery Capacity (mAh);5000.0;Screen Size (inches);7.5;Phone Price;630.0
Battery Capacity (mAh);3500.0;Screen Size (inches);5.5;Phone Price;550.0
Battery Capacity (mAh);4000.0;Screen Size (inches);6.0;Phone Price;530.0
Battery Capacity (mAh);4000.0;Screen Size (inches);6.0;Phone Price;600.0
Battery Capacity (mAh);4500.0;Screen Size (inches);6.5;Phone Price;580.0
Battery Capacity (mAh);3000.0;Screen Size (inches);5.0;Phone Price;500.0
Battery Capacity (mAh);3500.0;Screen Size (inches);5.5;Phone Price;480.0
Battery Capacity (mAh);4500.0;Screen Size (inches);7.0;Phone Price;650.0
Battery Capacity (mAh);5000.0;Screen Size (inches);7.5;Phone Price;630.0
Number of Pages;100.0;Font Size;12.0;Reading Time (min);20.0
Number of Pages;120.0;Font Size;14.0;Reading Time (min);25.0
Number of Pages;90.0;Font Size;10.0;Reading Time (min);18.0
Number of Pages;110.0;Font Size;12.0;Reading Time (min);23.0
Number of Pages;110.0;Font Size;14.0;Reading Time (min);24.0
Number of Pages;130.0;Font Size;16.0;Reading Time (min);29.0
Number of Pages;80.0;Font Size;12.0;Reading Time (min);16.0
Number of Pages;100.0;Font Size;14.0;Reading Time (min);21.0
Number of Pages;100.0;Font Size;12.0;Reading Time (min);20.0
Number of Pages;120.0;Font Size;14.0;Reading Time (min);25.0
Number of Pages;110.0;Font Size;14.0;Reading Time (min);24.0
Number of Pages;130.0;Font Size;16.0;Reading Time (min);29.0
Number of Pages;90.0;Font Size;10.0;Reading Time (min);18.0
Number of Pages;110.0;Font Size;12.0;Reading Time (min);23.0
Number of Pages;100.0;Font Size;12.0;Reading Time (min);20.0
Number of Pages;120.0;Font Size;14.0;Reading Time (min);25.0
Number of Pages;80.0;Font Size;12.0;Reading Time (min);16.0
Number of Pages;100.0;Font Size;14.0;Reading Time (min);21.0
Number of Pages;110.0;Font Size;14.0;Reading Time (min);24.0
Number of Pages;130.0;Font Size;16.0;Reading Time (min);29.0
Height (cm);180.0;Weight (kg);70.0;Jump height (cm);80.0
Height (cm);170.0;Weight (kg);80.0;Jump height (cm);75.0
Height (cm);165.0;Weight (kg);60.0;Jump height (cm);65.0
Height (cm);175.0;Weight (kg);75.0;Jump height (cm);70.0
Height (cm);190.0;Weight (kg);90.0;Jump height (cm);70.0
Height (cm);185.0;Weight (kg);85.0;Jump height (cm);75.0
Height (cm);155.0;Weight (kg);55.0;Jump height (cm);55.0
Height (cm);160.0;Weight (kg);60.0;Jump height (cm);60.0
Height (cm);170.0;Weight (kg);75.0;Jump height (cm);70.0
Height (cm);180.0;Weight (kg);70.0;Jump height (cm);75.0
Height (cm);160.0;Weight (kg);65.0;Jump height (cm);60.0
Height (cm);150.0;Weight (kg);70.0;Jump height (cm);55.0
Height (cm);185.0;Weight (kg);80.0;Jump height (cm);75.0
Height (cm);190.0;Weight (kg);85.0;Jump height (cm);70.0
Height (cm);175.0;Weight (kg);70.0;Jump height (cm);70.0
Height (cm);170.0;Weight (kg);75.0;Jump height (cm);65.0
Height (cm);165.0;Weight (kg);65.0;Jump height (cm);65.0
Height (cm);170.0;Weight (kg);60.0;Jump height (cm);70.0
Height (cm);190.0;Weight (kg);95.0;Jump height (cm);65.0
Height (cm);185.0;Weight (kg);90.0;Jump height (cm);70.0
Study hours per week;10.0;Time spent on phone (hours);5.0;Exam score (out of 100);85.0
Study hours per week;8.0;Time spent on phone (hours);3.0;Exam score (out of 100);90.0
Study hours per week;12.0;Time spent on phone (hours);4.0;Exam score (out of 100);90.0
Study hours per week;10.0;Time spent on phone (hours);6.0;Exam score (out of 100);85.0
Study hours per week;8.0;Time spent on phone (hours);7.0;Exam score (out of 100);75.0
Study hours per week;6.0;Time spent on phone (hours);5.0;Exam score (out of 100);80.0
Study hours per week;15.0;Time spent on phone (hours);2.0;Exam score (out of 100);95.0
Study hours per week;13.0;Time spent on phone (hours);3.0;Exam score (out of 100);92.0
Study hours per week;9.0;Time spent on phone (hours);6.0;Exam score (out of 100);80.0
Study hours per week;11.0;Time spent on phone (hours);4.0;Exam score (out of 100);88.0
Study hours per week;7.0;Time spent on phone (hours);8.0;Exam score (out of 100);70.0
Study hours per week;5.0;Time spent on phone (hours);10.0;Exam score (out of 100);65.0
Study hours per week;14.0;Time spent on phone (hours);1.0;Exam score (out of 100);94.0
Study hours per week;12.0;Time spent on phone (hours);2.0;Exam score (out of 100);93.0
Study hours per week;6.0;Time spent on phone (hours);9.0;Exam score (out of 100);72.0
Study hours per week;8.0;Time spent on phone (hours);7.0;Exam score (out of 100);78.0
Study hours per week;10.0;Time spent on phone (hours);3.0;Exam score (out of 100);88.0
Study hours per week;12.0;Time spent on phone (hours);2.0;Exam score (out of 100);92.0
Study hours per week;13.0;Time spent on phone (hours);4.0;Exam score (out of 100);91.0
Study hours per week;11.0;Time spent on phone (hours);5.0;Exam score (out of 100);87.0
Car engine size (L);2.0;Car weight (kg);1200.0;Fuel efficiency (km/L);15.0
Car engine size (L);2.5;Car weight (kg);1400.0;Fuel efficiency (km/L);12.0
Car engine size (L);1.6;Car weight (kg);1100.0;Fuel efficiency (km/L);18.0
Car engine size (L);1.8;Car weight (kg);1300.0;Fuel efficiency (km/L);16.0
Car engine size (L);3.0;Car weight (kg);1600.0;Fuel efficiency (km/L);10.0
Car engine size (L);2.8;Car weight (kg);1500.0;Fuel efficiency (km/L);11.0
Car engine size (L);1.4;Car weight (kg);1000.0;Fuel efficiency (km/L);20.0
Car engine size (L);1.2;Car weight (kg);1050.0;Fuel efficiency (km/L);22.0
Car engine size (L);2.2;Car weight (kg);1300.0;Fuel efficiency (km/L);14.0
Car engine size (L);2.4;Car weight (kg);1400.0;Fuel efficiency (km/L);13.0
Car engine size (L);1.8;Car weight (kg);1250.0;Fuel efficiency (km/L);17.0
Car engine size (L);2.0;Car weight (kg);1350.0;Fuel efficiency (km/L);15.0
Car engine size (L);2.5;Car weight (kg);1500.0;Fuel efficiency (km/L);11.0
Car engine size (L);2.7;Car weight (kg);1600.0;Fuel efficiency (km/L);10.0
Car engine size (L);1.6;Car weight (kg);1150.0;Fuel efficiency (km/L);19.0
Car engine size (L);1.5;Car weight (kg);1100.0;Fuel efficiency (km/L);21.0
Car engine size (L);3.5;Car weight (kg);1800.0;Fuel efficiency (km/L);8.0
Car engine size (L);3.3;Car weight (kg);1700.0;Fuel efficiency (km/L);9.0
Car engine size (L);2.0;Car weight (kg);1200.0;Fuel efficiency (km/L);16.0
Car engine size (L);2.2;Car weight (kg);1300.0;Fuel efficiency (km/L);14.0
House size (sqm);100.0;Number of windows;6.0;Heating cost (per month);300.0
House size (sqm);120.0;Number of windows;5.0;Heating cost (per month);350.0
House size (sqm);90.0;Number of windows;5.0;Heating cost (per month);280.0
House size (sqm);110.0;Number of windows;6.0;Heating cost (per month);320.0
House size (sqm);130.0;Number of windows;4.0;Heating cost (per month);380.0
House size (sqm);140.0;Number of windows;3.0;Heating cost (per month);400.0
House size (sqm);80.0;Number of windows;7.0;Heating cost (per month);270.0
House size (sqm);90.0;Number of windows;8.0;Heating cost (per month);260.0
House size (sqm);110.0;Number of windows;5.0;Heating cost (per month);320.0
House size (sqm);100.0;Number of windows;6.0;Heating cost (per month);300.0
House size (sqm);150.0;Number of windows;3.0;Heating cost (per month);420.0
House size (sqm);160.0;Number of windows;2.0;Heating cost (per month);440.0
House size (sqm);100.0;Number of windows;8.0;Heating cost (per month);260.0
House size (sqm);90.0;Number of windows;9.0;Heating cost (per month);250.0
House size (sqm);120.0;Number of windows;4.0;Heating cost (per month);340.0
House size (sqm);130.0;Number of windows;5.0;Heating cost (per month);360.0
House size (sqm);140.0;Number of windows;2.0;Heating cost (per month);400.0
House size (sqm);150.0;Number of windows;1.0;Heating cost (per month);420.0
House size (sqm);90.0;Number of windows;6.0;Heating cost (per month);280.0
House size (sqm);100.0;Number of windows;5.0;Heating cost (per month);300.0
Book length (pages);200.0;Number of illustrations;10.0;Time to read (minutes);150.0
Book length (pages);250.0;Number of illustrations;15.0;Time to read (minutes);200.0
Book length (pages);180.0;Number of illustrations;5.0;Time to read (minutes);130.0
Book length (pages);200.0;Number of illustrations;10.0;Time to read (minutes);140.0
Book length (pages);300.0;Number of illustrations;20.0;Time to read (minutes);220.0
Book length (pages);320.0;Number of illustrations;25.0;Time to read (minutes);240.0
Book length (pages);150.0;Number of illustrations;3.0;Time to read (minutes);110.0
Book length (pages);170.0;Number of illustrations;5.0;Time to read (minutes);120.0
Book length (pages);220.0;Number of illustrations;12.0;Time to read (minutes);180.0
Book length (pages);240.0;Number of illustrations;14.0;Time to read (minutes);190.0
Book length (pages);280.0;Number of illustrations;18.0;Time to read (minutes);210.0
Book length (pages);300.0;Number of illustrations;20.0;Time to read (minutes);220.0
Book length (pages);160.0;Number of illustrations;8.0;Time to read (minutes);120.0
Book length (pages);180.0;Number of illustrations;10.0;Time to read (minutes);130.0
Book length (pages);260.0;Number of illustrations;16.0;Time to read (minutes);200.0
Book length (pages);280.0;Number of illustrations;18.0;Time to read (minutes);210.0
Book length (pages);240.0;Number of illustrations;14.0;Time to read (minutes);190.0
