,participant,trial,task_id,feature1_name,feature2_name,target_name,feature1_value_F,feature2_value_F,feature1_value_J,feature2_value_J,target_value_F,target_value_J,answer
9238,92,38,853,Effort,Ability,Performance,0.84,0.91,0.21,0.63,0.95,0.55,F
9239,92,39,498,SocialSupport,CopingSkills,DepressionRisk,2.6,3.9,9.3,7.1,0.74,0.38,J
9240,92,40,40,Orderliness,organizationabilities,tidinessscore,0.77,0.85,0.19,0.37,0.88,0.35,F
9241,92,41,3320,Votingpercentage,campaignspending,electionresult,0.26,0.53,0.92,0.82,0.33,0.95,J
9242,92,42,82,Morningalertness,sleepconsistency,dailyproductivity,0.58,0.38,0.91,0.77,0.68,0.83,J
9243,92,43,3086,Medicationtype,dosage,therapeuticeffect,62.0,23.0,18.0,32.0,36.0,26.0,J
9244,92,44,471,Fat,Sugar,RiskofDiabetes,20.0,31.0,21.0,33.0,37.0,40.0,J
9245,92,45,1145,Interestrate,inflation,economicgrowth,5.8,6.2,8.7,5.9,5.5,6.3,J
9246,92,46,1847,Drugdose,individualvariation,treatmentefficacy,0.77,0.41,0.12,0.53,0.69,0.29,F
9247,92,47,75,Curiosity,intellectualengagement,creativitylevel,0.06,0.25,0.16,0.73,0.13,0.37,J
9248,92,48,542,Nutrition,Exercise,PhysicalFitnessScore,23.0,18.0,39.0,47.0,73.0,69.0,J
9249,92,49,3153,Employeeskills,trainingprograms,jobperformance,7.6,5.2,7.4,4.9,10.4,10.8,F
9250,92,50,859,StudyTime,Comprehension,ExamScore,6.0,3.0,8.0,9.0,71.0,91.0,J
9251,92,51,273,Dietquality,exerciseroutine,health&wellness,0.41,0.94,0.66,0.24,0.78,0.57,J
9252,92,52,1118,Squarefootage,amenities,apartmentrentalprice,1200.0,3.0,3000.0,3.0,2900.0,7000.0,J
9253,92,53,696,Compensation,workplaceculture,employeeretention,50000.0,1.0,95000.0,5.0,55.0,87.0,J
9254,92,54,14,esteem,socialsupport,confidencelevel,0.42,0.31,0.37,0.74,0.39,0.49,J
9255,92,55,270,Practicehours,instructorquality,musicskill,8.0,5.0,3.0,9.0,18.0,15.0,F
9256,92,56,503,Exercise,DietQuality,WeightLoss,34.0,84.0,41.0,78.0,7.0,9.0,F
9257,92,57,5,Socialmediause,lonelinessscore,depressionscore,4.7,7.8,3.8,8.4,10.9,10.6,J
9258,92,58,87,Memorycapacity,knowledgeaccumulation,academicachievement,65.0,82.0,15.0,63.0,76.0,32.0,F
9259,92,59,2763,Housesize,houselocation,houseprice,1200.0,50.0,500.0,20.0,280000.0,150000.0,J
9260,92,60,100,Traveltime,traveldistance,transportationcost,13.0,29.0,50.0,14.0,162.0,211.0,J
9261,92,61,1082,Effort,talent,success,0.61,0.51,0.91,0.18,0.65,0.38,F
9262,92,62,497,FinancialMeans,NutritionAccess,HealthOutcomes,47.0,8.0,19.0,29.0,88.0,68.0,J
9263,92,63,343,Healthawareness,lifestylechanges,wellbeing,0.72,0.29,0.33,0.48,0.86,0.68,J
9264,92,64,130,Healthcareaccess,lifestylediseases,lifeexpectancy,59.0,49.0,44.0,37.0,74.0,70.0,J
9265,92,65,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,5.5,2.3,1.3,2.7,3.5,1.9,J
9266,92,66,464,Calories,Exercise,Weight,273.0,93.0,276.0,118.0,183.0,186.0,F
9267,92,67,27,Agreeableness,cooperationtendency,collaborationquality,0.72,0.84,0.34,0.26,0.69,0.33,F
9268,92,68,685,Studyhabits,classengagement,grades,0.87,0.92,0.91,0.83,93.0,95.0,F
9269,92,69,718,Healthcareaccess,lifestylefactors,lifeexpectancy,0.52,0.85,0.84,0.64,72.91,74.38,F
9270,92,70,238,Sugarintake,exerciseduration,weightchange,28.0,62.0,51.0,63.0,3.4,1.8,J
9271,92,71,812,Conditions,adaptation,survival,0.33,0.56,0.73,0.32,0.38,0.81,F
9272,92,72,37,Familysupport,friendsupport,resiliencefactors,0.31,0.51,0.62,0.92,0.48,0.83,J
9273,92,73,286,Studententhusiasm,teachingquality,learningoutcomes,0.36,0.47,0.17,0.33,0.55,0.31,F
9274,92,74,1050,Yearsexperience,educationlevel,salary,5.0,14.0,12.0,8.0,50000.0,80000.0,F
9275,92,75,331,Skillbuilding,careerguidance,workforcereadiness,0.53,0.92,0.31,0.93,0.65,0.75,F
9276,92,76,2863,Housesize,lotsize,houseprice,1200.0,800.0,1000.0,2000.0,320000.0,350000.0,J
9277,92,77,3165,Housingsupply,populationgrowth,homecosts,0.77,0.88,0.05,0.87,0.95,0.43,J
9278,92,78,291,Studentpreparedness,questionrelevance,examperformance,0.85,0.92,0.24,0.12,0.88,0.26,F
9279,92,79,468,Practice,InnateTalent,MusicSkill,0.51,0.39,0.22,0.43,0.48,0.35,J
9280,92,80,1157,Studyhours,testanxiety,examperformance,8.7,1.6,3.8,5.1,93.4,69.5,F
9281,92,81,350,Teacherexcellence,curriculuminnovation,studentfuturesunlocked,72.0,86.0,82.0,90.0,81.0,88.0,J
9282,92,82,2819,Healthcareaccess,lifestylefactors,lifeexpectancy,55.0,83.0,42.0,87.0,81.0,75.0,J
9283,92,83,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,9.7,2.3,4.6,7.8,0.58,0.85,J
9284,92,84,135,Studyhours,leisuretime,examperformance,6.0,6.0,5.0,9.0,78.0,76.0,F
9285,92,85,548,Hoursstudied,quizscores,examgrade,12.0,55.0,3.0,90.0,75.0,84.0,F
9286,92,86,244,Classattendance,studyduration,examscore,0.16,2.22,0.29,3.44,58.94,69.63,J
9287,92,87,1280,Genetics,lifestylefactors,lifeexpectancy,0.32,0.85,0.38,0.72,71.0,69.0,F
9288,92,88,336,Familyplanning,prenatalcare,healthybabies,0.45,0.83,0.55,0.43,0.51,0.56,F
9289,92,89,15,Stresslevel,leisuretime,burnoutrisk,8.7,9.1,7.8,8.7,94.3,91.9,J
9290,92,90,2912,Interestrates,constructionstarts,housingprices,5.4,800.0,5.8,775.0,159.0,168.0,J
9291,92,91,817,Riskfactors,prevention,disease,0.84,0.41,0.54,0.92,0.56,0.67,F
9292,92,92,980,Diet,genetics,lifespan,47.0,83.0,63.0,52.0,77.0,80.0,F
9293,92,93,679,Stresslevel,copingmechanisms,wellbeing,0.36,0.62,0.81,0.53,0.58,0.42,F
9294,92,94,931,NewsSource,MediaBias,VoterOpinion,0.36,0.81,0.91,0.13,0.29,0.83,F
9295,92,95,6,Exerciseduration,dietquality,healthscore,79.0,18.0,39.0,72.0,72.0,76.0,F
9296,92,96,375,Inflation,unemployment,economicgrowth,3.5,5.3,8.8,3.6,3.6,1.5,F
9297,92,97,505,TimePerTopic,MemorizationAbility,ExamScore,0.92,0.13,0.63,0.29,53.0,62.0,F
9298,92,98,305,Drugefficacy,treatmentadherence,symptomimprovement,0.61,0.54,0.39,0.32,0.67,0.43,F
9299,92,99,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.46,0.37,0.91,0.83,0.51,0.94,J
9300,93,0,33,Noveltyseeking,curiosity,creativitylevel,0.38,0.87,0.72,0.24,0.69,0.58,J
9301,93,1,54,Readingamount,vocabularysize,verbalintelligence,20.0,17.0,18.0,35.0,46.0,38.0,J
9302,93,2,13,Negativeaffect,copingabilities,anxietylevel,0.91,0.12,0.83,0.43,0.83,0.76,F
9303,93,3,10,Extraversion,socialnetworksize,happinessscore,72.0,78.0,61.0,42.0,97.0,87.0,F
9304,93,4,1118,Squarefootage,amenities,apartmentrentalprice,2600.0,2.0,2000.0,8.0,6200.0,4900.0,F
9305,93,5,463,Strength,Flexibility,InjuryRisk,0.92,0.17,0.86,0.38,0.83,0.74,F
9306,93,6,3014,Commutedistance,trafficlevel,traveltime,2.7,5.4,7.8,8.3,12.3,22.5,J
9307,93,7,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.64,0.29,0.32,0.85,0.51,0.48,F
9308,93,8,391,Caloriedeficit,activitylevel,weightloss,193.0,543.0,104.0,402.0,39.0,28.0,J
9309,93,9,723,Urbangreenspace,pollutionlevels,publichealth,0.93,0.87,0.71,0.39,0.85,0.61,J
9310,93,10,348,Medicalresearch,drugdevelopment,diseasecure,37.0,29.0,8.0,6.0,41.0,10.0,F
9311,93,11,641,Diet,genetics,diseaserisk,0.49,0.88,0.4,0.9,0.76,0.8,J
9312,93,12,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.59,0.67,0.91,0.83,74.92,78.62,J
9313,93,13,279,Leadershipcompetence,teamcohesion,projectsuccess,0.38,0.29,0.46,0.39,0.42,0.51,J
9314,93,14,307,Socialconnection,supportsystems,mentalhealth,4.3,5.8,4.6,3.9,5.4,4.0,F
9315,93,15,518,StudySkills,PracticeTests,ExamReadinessScore,63.0,78.0,14.0,51.0,77.0,38.0,F
9316,93,16,319,Productquality,brandtrust,customerloyalty,0.45,0.32,0.38,0.29,0.51,0.42,F
9317,93,17,320,Parentinvolvement,studentengagement,graduationrates,0.31,0.15,0.65,0.47,0.24,0.49,J
9318,93,18,376,Fatigue,stimulantuse,alertness,0.68,0.12,0.45,0.75,0.42,0.63,F
9319,93,19,464,Calories,Exercise,Weight,291.0,127.0,290.0,124.0,196.0,194.0,F
9320,93,20,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.26,0.94,0.32,0.85,0.53,0.47,F
9321,93,21,853,Effort,Ability,Performance,0.94,0.81,0.21,0.63,0.93,0.55,F
9322,93,22,255,Traveldistance,traveltime,tripcost,49.0,41.0,11.0,9.0,108.0,21.0,F
9323,93,23,1161,Stresslevel,copingabilities,burnoutrisk,8.2,5.7,4.8,2.1,32.1,21.7,F
9324,93,24,475,DoctorSkill,MedicalResources,SurvivalRate,0.15,0.62,0.81,0.73,0.29,0.65,J
9325,93,25,3077,Employeehappiness,salary,productivity,0.62,47385.0,0.73,49832.0,0.78,0.86,J
9326,93,26,24,Musicalability,practiceroutines,skilledplaying,0.18,0.73,0.73,0.81,0.32,0.62,J
9327,93,27,757,Riskfactors,treatment,lifeexpectancy,42.0,37.0,76.0,83.0,41.0,82.0,F
9328,93,28,345,Workplacesafety,emergencypreparedness,injuryprevention,0.47,0.86,0.58,0.76,0.54,0.45,F
9329,93,29,68,esteemstability,identitycoherence,lifesatisfaction,0.09,0.41,0.31,0.94,0.29,0.71,J
9330,93,30,1223,Medicationdose,drugsensitivity,treatmentefficacy,0.61,0.85,0.57,0.75,0.92,0.83,J
9331,93,31,305,Drugefficacy,treatmentadherence,symptomimprovement,0.76,0.71,0.92,0.86,0.81,0.93,J
9332,93,32,3086,Medicationtype,dosage,therapeuticeffect,29.0,63.0,44.0,81.0,51.0,68.0,J
9333,93,33,498,SocialSupport,CopingSkills,DepressionRisk,2.9,5.8,5.2,3.7,0.79,0.73,F
9334,93,34,548,Hoursstudied,quizscores,examgrade,9.0,60.0,12.0,55.0,79.0,75.0,F
9335,93,35,696,Compensation,workplaceculture,employeeretention,125000.0,9.0,50000.0,3.0,98.0,60.0,F
9336,93,36,542,Nutrition,Exercise,PhysicalFitnessScore,31.0,59.0,23.0,18.0,76.0,73.0,F
9337,93,37,911,TeacherQuality,StudyHours,TestScores,9.8,6.3,8.2,3.7,98.2,92.3,F
9338,93,38,1833,Exerciseamount,fitnesslevel,healthoutcomes,17.0,92.0,68.0,74.0,48.0,63.0,F
9339,93,39,65,Nurturance,caregivingaptitude,parentingquality,0.72,0.67,0.44,0.61,0.7,0.53,F
9340,93,40,3324,Familyhistory,lifestyle,diseaserisk,0.57,0.18,0.05,0.62,0.25,0.22,F
9341,93,41,257,Studytime,sleeptime,testscore,5.3,8.7,5.5,6.1,78.9,80.3,F
9342,93,42,146,Healthcareaccess,lifestylediseases,lifeexpectancy,0.36,0.45,0.77,0.88,69.0,79.0,J
9343,93,43,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,1.3,2.7,9.5,3.4,1.9,4.3,J
9344,93,44,739,lifebalancepolicies,productivity,employeewellbeing,73.9,71.8,22.5,85.6,74.4,67.7,F
9345,93,45,2778,Fatcontent,calories,heartdiseaserisk,14.0,460.0,33.0,340.0,0.08,0.23,J
9346,93,46,1224,Commutelength,flexibleschedules,work,85.0,30.0,20.0,80.0,87.0,70.0,J
9347,93,47,3202,Commutemethod,routeflexibility,work,0.83,0.55,0.32,0.94,0.75,0.62,F
9348,93,48,695,Groupcohesion,leadership,teamproductivity,0.45,0.88,0.51,0.77,0.67,0.72,J
9349,93,49,9,Empathy,agreeableness,relationshipsatisfaction,0.38,0.71,0.53,0.68,0.48,0.54,F
9350,93,50,607,Stresslevel,dietquality,mentalwellbeing,6.3,8.9,6.8,4.3,71.5,55.1,F
9351,93,51,2775,Workerexperience,workereducation,productivity,4.0,10.0,10.0,18.0,29.0,57.0,J
9352,93,52,91,Athleticism,strengthandfitness,sportsperformance,0.28,0.42,0.56,0.29,0.33,0.38,J
9353,93,53,175,Dietquality,exerciseroutine,bloodpressure,0.76,0.88,0.18,0.13,122.0,148.0,F
9354,93,54,190,Housingsupply,populationgrowth,homeprices,0.85,0.03,0.62,0.15,0.63,0.78,F
9355,93,55,539,StudyTime,TeachingQuality,AcademicPerformance,4.1,3.5,5.2,7.6,66.2,72.3,J
9356,93,56,11,Jobprestige,educationlevel,lifesatisfaction,33.0,14.0,26.0,14.0,61.0,62.0,F
9357,93,57,1227,Studytime,learningtechniques,academicachievement,6.0,4.0,6.0,8.0,66.0,72.0,J
9358,93,58,18,Optimism,purpose,meaninginlife,0.73,0.62,0.82,0.93,0.51,0.9,J
9359,93,59,1082,Effort,talent,success,0.73,0.33,0.65,0.54,0.46,0.68,J
9360,93,60,480,GPA,InterviewPerformance,JobOfferOdds,3.2,1.0,2.1,0.5,0.52,0.23,F
9361,93,61,3320,Votingpercentage,campaignspending,electionresult,0.77,0.85,0.73,0.41,0.89,0.62,F
9362,93,62,186,Healthcareaccess,diseaseburden,lifeexpectancy,76.0,34.0,84.0,61.0,66.0,79.0,F
9363,93,63,39,Morningness,sleepconsistency,dailyproductivity,0.38,0.71,0.81,0.55,0.57,0.74,F
9364,93,64,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.81,0.72,0.42,0.31,0.85,0.46,F
9365,93,65,75,Curiosity,intellectualengagement,creativitylevel,0.16,0.73,0.21,0.74,0.37,0.43,J
9366,93,66,772,Leadership,morale,productivity,0.94,0.73,0.47,0.68,0.78,0.61,F
9367,93,67,309,Urbangreening,pollutionreduction,livability,0.53,0.87,0.47,0.71,0.81,0.66,F
9368,93,68,27,Agreeableness,cooperationtendency,collaborationquality,0.52,0.43,0.34,0.26,0.55,0.33,F
9369,93,69,273,Dietquality,exerciseroutine,health&wellness,0.19,0.37,0.32,0.81,0.35,0.63,J
9370,93,70,505,TimePerTopic,MemorizationAbility,ExamScore,0.81,0.23,0.32,0.94,60.0,82.0,J
9371,93,71,3118,Populationsize,landarea,housingdemand,82000.0,550.0,8000.0,32.0,50000.0,5000.0,J
9372,93,72,37,Familysupport,friendsupport,resiliencefactors,0.87,0.26,0.63,0.52,0.69,0.65,J
9373,93,73,500,EmployeeSkill,ManagementCompetence,Profitability,38.0,81.0,29.0,93.0,52.0,48.0,J
9374,93,74,41,Attentiontodetail,precisionabilities,accuracylevel,0.94,0.77,0.42,0.88,0.89,0.72,F
9375,93,75,494,AlcoholUse,ImpulseControl,LegalTroubleRisk,3.6,2.8,9.1,4.3,46.1,71.6,J
9376,93,76,491,StudyTechnique,GradeMotivation,FinalGrade,0.33,0.71,0.38,0.57,73.8,77.3,J
9377,93,77,87,Memorycapacity,knowledgeaccumulation,academicachievement,17.0,98.0,42.0,35.0,66.0,39.0,F
9378,93,78,608,Classattendance,studytime,coursegrade,0.65,2.8,0.83,5.0,78.0,91.0,J
9379,93,79,1884,Stepswalked,Exerciseintensity,Caloriesburned,13500.0,88.0,5000.0,53.0,360.0,130.0,F
9380,93,80,49,Caution,riskaversion,safetylevel,0.42,0.61,0.92,0.79,0.38,0.77,J
9381,93,81,3050,Cityplanning,regulations,livability,0.82,0.88,0.55,0.61,0.92,0.65,F
9382,93,82,377,Practice,coaching,sportsperformance,0.05,0.06,0.43,0.91,0.08,0.79,J
9383,93,83,201,Studytime,IQscore,testscore,50.0,124.0,41.0,119.0,80.0,76.0,F
9384,93,84,440,Ingredientratios,cookingmethod,foodtaste,0.16,0.49,0.19,0.53,3.37,3.22,J
9385,93,85,145,Teacherexperience,classsizes,graduationrates,3.9,20.1,7.6,26.4,69.5,81.7,J
9386,93,86,931,NewsSource,MediaBias,VoterOpinion,0.41,0.85,0.58,0.76,0.33,0.47,F
9387,93,87,1143,Age,healthstatus,lifeexpectancy,38.0,0.7,20.0,0.7,75.0,81.0,J
9388,93,88,270,Practicehours,instructorquality,musicskill,8.0,5.0,11.0,6.0,18.0,24.0,J
9389,93,89,135,Studyhours,leisuretime,examperformance,9.0,4.0,4.0,7.0,86.0,62.0,F
9390,93,90,94,Drawingtalent,arttraining,creativeproductions,0.19,0.62,0.42,0.51,0.29,0.57,J
9391,93,91,20,Curiosity,knowledgeseeking,wisdomscore,0.81,0.44,0.47,0.41,0.68,0.48,F
9392,93,92,503,Exercise,DietQuality,WeightLoss,41.0,78.0,34.0,84.0,9.0,7.0,J
9393,93,93,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,3.5,5.2,2.7,8.9,0.68,0.79,J
9394,93,94,61,Physicalendurance,perseverance,athleticachievement,94.0,73.0,62.0,70.0,98.0,79.0,F
9395,93,95,1150,Populationdensity,diseaserate,lifeexpectancy,1000.0,0.06,5000.0,0.02,66.0,80.0,J
9396,93,96,67,Attachmentsecurity,socialsupport,wellbeinglevel,0.15,0.35,0.47,0.63,0.22,0.55,J
9397,93,97,2912,Interestrates,constructionstarts,housingprices,9.1,1450.0,6.5,900.0,243.0,171.0,F
9398,93,98,40,Orderliness,organizationabilities,tidinessscore,0.92,0.81,0.73,0.62,0.93,0.81,F
9399,93,99,465,SleepHours,StressLevel,HealthScore,8.9,4.7,5.5,5.4,85.0,70.0,F
9400,94,0,1143,Age,healthstatus,lifeexpectancy,59.0,0.8,41.0,0.8,64.0,72.0,J
9401,94,1,336,Familyplanning,prenatalcare,healthybabies,0.11,0.81,0.84,0.14,0.58,0.47,F
9402,94,2,278,Commutedistance,flexibleschedule,work,3.4,6.2,5.3,6.7,34.1,45.6,J
9403,94,3,607,Stresslevel,dietquality,mentalwellbeing,7.3,7.9,8.3,9.7,71.2,79.1,F
9404,94,4,1157,Studyhours,testanxiety,examperformance,9.5,3.8,2.7,3.5,79.1,83.8,F
9405,94,5,91,Athleticism,strengthandfitness,sportsperformance,0.07,0.26,0.76,0.54,0.13,0.68,J
9406,94,6,113,Studytime,examdifficulty,testscore,3.2,3.4,1.8,5.3,72.0,57.0,F
9407,94,7,259,Calorieintake,exercisetime,weightchange,1400.0,5.0,1300.0,15.0,0.2,0.3,F
9408,94,8,2912,Interestrates,constructionstarts,housingprices,5.2,850.0,4.2,1000.0,152.0,155.0,F
9409,94,9,190,Housingsupply,populationgrowth,homeprices,0.73,0.05,0.92,0.22,0.81,0.93,F
9410,94,10,65,Nurturance,caregivingaptitude,parentingquality,0.81,0.77,0.58,0.62,0.79,0.6,F
9411,94,11,3018,Pay,benefits,jobsatisfaction,18000.0,10000.0,32000.0,22000.0,51.0,87.0,J
9412,94,12,13,Negativeaffect,copingabilities,anxietylevel,0.91,0.12,0.81,0.13,0.83,0.73,F
9413,94,13,277,Companytenure,workperformance,jobsatisfaction,3.0,5.0,10.0,3.0,51.0,62.0,F
9414,94,14,470,StudyTime,FocusLevel,ExamGrade,6.4,4.1,4.9,6.3,68.0,74.0,J
9415,94,15,69,Emotionalstability,distresstolerance,resiliencefactors,0.56,0.87,0.18,0.84,0.68,0.45,F
9416,94,16,449,Medicationefficacy,therapyfrequency,recoverypace,0.58,0.42,0.52,0.43,0.52,0.49,F
9417,94,17,1833,Exerciseamount,fitnesslevel,healthoutcomes,44.0,53.0,14.0,81.0,45.0,37.0,J
9418,94,18,1082,Effort,talent,success,0.53,0.68,0.12,0.81,0.77,0.62,F
9419,94,19,500,EmployeeSkill,ManagementCompetence,Profitability,51.0,83.0,84.0,54.0,73.0,63.0,J
9420,94,20,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.87,0.43,0.73,0.62,0.76,0.81,J
9421,94,21,304,Economicpolicy,financialregulation,marketstability,7.2,2.3,9.1,4.3,60.7,64.5,J
9422,94,22,690,Workhours,vacationtime,burnoutrisk,30.0,18.0,50.0,10.0,43.0,65.0,J
9423,94,23,1122,Studyeffectiveness,testdifficulty,examresult,0.56,0.62,0.81,0.48,66.0,82.0,J
9424,94,24,14,esteem,socialsupport,confidencelevel,0.55,0.88,0.72,0.9,0.68,0.86,J
9425,94,25,1847,Drugdose,individualvariation,treatmentefficacy,0.72,0.24,0.39,0.53,0.68,0.49,F
9426,94,26,40,Orderliness,organizationabilities,tidinessscore,0.11,0.63,0.92,0.81,0.29,0.93,J
9427,94,27,497,FinancialMeans,NutritionAccess,HealthOutcomes,13.0,42.0,15.0,45.0,63.0,73.0,J
9428,94,28,480,GPA,InterviewPerformance,JobOfferOdds,3.6,0.7,2.9,0.5,0.57,0.39,F
9429,94,29,59,Workingmemorycapacity,processingspeed,problemsolving,52.0,43.0,37.0,62.0,49.0,51.0,F
9430,94,30,891,InterestLevel,ContentDifficulty,ExamScore,0.44,0.15,0.19,0.94,49.2,63.8,F
9431,94,31,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.87,0.82,0.59,0.67,78.45,74.92,F
9432,94,32,201,Studytime,IQscore,testscore,57.0,122.0,41.0,119.0,88.0,76.0,F
9433,94,33,681,Genetics,lifestylefactors,diseasepredisposition,0.53,0.82,0.84,0.41,0.29,0.31,J
9434,94,34,279,Leadershipcompetence,teamcohesion,projectsuccess,0.55,0.47,0.42,0.35,0.61,0.47,F
9435,94,35,3165,Housingsupply,populationgrowth,homecosts,0.12,0.04,0.28,0.41,0.23,0.51,F
9436,94,36,3153,Employeeskills,trainingprograms,jobperformance,4.2,6.5,5.3,2.9,9.1,6.8,F
9437,94,37,1136,Price,convenience,customersatisfaction,63.0,72.0,43.0,21.0,92.0,58.0,F
9438,94,38,918,HouseSize,Furnishings,PropertyValue,1250.0,7100.0,800.0,4700.0,480000.0,300000.0,F
9439,94,39,100,Traveltime,traveldistance,transportationcost,23.0,18.0,30.0,34.0,107.0,238.0,F
9440,94,40,3158,Stresslevel,copingmechanisms,lifesatisfaction,0.61,0.88,0.56,0.29,0.73,0.39,F
9441,94,41,183,Policeforcesize,responsetimes,publicsafety,43.0,17.0,103.0,15.0,39.0,66.0,J
9442,94,42,143,Inequality,socialtensions,politicalstability,0.55,0.61,0.51,0.83,0.66,0.75,F
9443,94,43,3040,Noisepollution,greenspace,lifesatisfaction,53.0,82.0,68.0,65.0,68.0,82.0,J
9444,94,44,1063,Birthrate,deathrate,populationgrowth,18.2,12.1,14.6,10.9,6.1,3.7,F
9445,94,45,291,Studentpreparedness,questionrelevance,examperformance,0.77,0.65,0.31,0.68,0.81,0.58,F
9446,94,46,84,Socialawareness,tactfulness,popularitylevel,0.85,0.48,0.51,0.63,0.76,0.61,F
9447,94,47,361,Age,education,income,50.0,15.0,47.0,14.0,86000.0,79000.0,F
9448,94,48,50,Patience,delayofgratification,goalperseverance,0.28,0.65,0.43,0.71,0.38,0.5,J
9449,94,49,823,Nutrients,genetics,health,0.04,0.31,0.24,0.47,0.13,0.31,J
9450,94,50,39,Morningness,sleepconsistency,dailyproductivity,0.42,0.62,0.51,0.83,0.59,0.63,J
9451,94,51,80,Extraversion,socialactivity,communitybelonging,0.15,0.34,0.71,0.94,0.21,0.88,J
9452,94,52,273,Dietquality,exerciseroutine,health&wellness,0.75,0.13,0.66,0.24,0.61,0.57,J
9453,94,53,1020,Genetics,healthcare,lifeexpectancy,0.83,0.75,0.33,0.92,79.32,80.47,F
9454,94,54,255,Traveldistance,traveltime,tripcost,31.0,26.0,15.0,11.0,62.0,32.0,F
9455,94,55,433,Classattendance,studyhabits,academicachievement,0.85,0.92,0.79,0.83,0.79,0.71,F
9456,94,56,24,Musicalability,practiceroutines,skilledplaying,0.61,0.42,0.26,0.12,0.45,0.15,F
9457,94,57,34,Socialparticipation,communitybelonging,civicengagement,0.15,0.24,0.63,0.53,0.11,0.57,J
9458,94,58,12,Positiveaffect,resilience,wellbeingscore,0.63,0.49,0.34,0.58,0.48,0.37,F
9459,94,59,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,3.0,5.0,11.0,3.0,7.0,9.0,F
9460,94,60,1277,Employeetalent,organizationalculture,jobsatisfaction,0.74,0.55,0.38,0.67,0.81,0.49,F
9461,94,61,464,Calories,Exercise,Weight,291.0,127.0,278.0,67.0,196.0,172.0,J
9462,94,62,87,Memorycapacity,knowledgeaccumulation,academicachievement,77.0,68.0,91.0,44.0,74.0,64.0,F
9463,94,63,319,Productquality,brandtrust,customerloyalty,0.43,0.37,0.52,0.46,0.47,0.57,J
9464,94,64,53,Peerpopularity,socialskills,leadershipcapacity,0.95,0.68,0.35,0.82,0.88,0.53,F
9465,94,65,931,NewsSource,MediaBias,VoterOpinion,0.32,0.11,0.58,0.76,0.24,0.47,F
9466,94,66,812,Conditions,adaptation,survival,0.52,0.94,0.81,0.63,0.47,0.75,J
9467,94,67,641,Diet,genetics,diseaserisk,0.52,0.87,0.72,0.47,0.78,0.64,F
9468,94,68,498,SocialSupport,CopingSkills,DepressionRisk,9.3,7.1,2.6,3.9,0.38,0.74,J
9469,94,69,3014,Commutedistance,trafficlevel,traveltime,8.9,10.2,2.1,4.7,28.7,9.8,F
9470,94,70,267,Inflationrate,unemploymentrate,economicgrowth,8.3,4.7,6.2,5.6,1.4,3.3,J
9471,94,71,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.71,0.06,0.53,0.16,0.82,0.61,F
9472,94,72,3025,Inflation,unemployment,economicgrowth,4.3,7.7,3.4,5.1,3.1,3.8,J
9473,94,73,462,Population,Resources,Happiness,31.0,74.0,83.0,36.0,48.0,65.0,F
9474,94,74,90,Physicalattractiveness,datingsuccess,matevalue,7.5,5.2,8.8,7.3,9.1,11.2,J
9475,94,75,1884,Stepswalked,Exerciseintensity,Caloriesburned,10000.0,75.0,9400.0,70.0,270.0,232.0,F
9476,94,76,242,Sleepduration,caffeineintake,alertness,6.7,1.2,4.9,2.8,7.9,6.7,F
9477,94,77,1227,Studytime,learningtechniques,academicachievement,5.0,3.0,5.0,8.0,62.0,71.0,J
9478,94,78,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.87,0.78,0.49,0.41,0.9,0.53,F
9479,94,79,440,Ingredientratios,cookingmethod,foodtaste,0.23,0.81,0.47,0.38,4.32,7.21,F
9480,94,80,3077,Employeehappiness,salary,productivity,0.44,37462.0,0.91,84583.0,0.58,0.95,J
9481,94,81,211,Population,resourcesavailable,qualityoflife,88.0,652.0,905.0,812.0,53.0,72.0,F
9482,94,82,15,Stresslevel,leisuretime,burnoutrisk,4.5,5.3,1.7,6.9,74.2,55.1,F
9483,94,83,534,DrugEfficacy,ComplianceRate,TreatmentOutcomeScore,0.83,0.29,0.26,0.33,0.69,0.38,F
9484,94,84,809,Attention,distraction,focus,0.44,0.81,0.56,0.23,0.68,0.63,J
9485,94,85,730,Policeaccountability,communityrelations,crimereporting,0.55,0.63,0.49,0.83,0.65,0.73,J
9486,94,86,18,Optimism,purpose,meaninginlife,0.94,0.45,0.53,0.41,0.76,0.39,F
9487,94,87,859,StudyTime,Comprehension,ExamScore,3.0,5.0,7.0,9.0,73.0,88.0,J
9488,94,88,61,Physicalendurance,perseverance,athleticachievement,34.0,61.0,69.0,58.0,59.0,77.0,J
